x_geometry,x_objectid_1,x_id,x_name,x_telephone,x_address,x_address2,x_city,x_state,x_zip,x_zipp4,x_county,x_fips,x_directions,x_emergtitle,x_emergtel,x_emergext,x_contdate,x_conthow,x_geodate,x_geohow,x_hsipthemes,x_naicscode,x_naicsdescr,x_geolinkid,x_x,x_y,x_st_vendor,x_st_version,x_geoprec,x_phoneloc,x_qc_qa,x_port_type,x_bordpatsec,x_contact,x_fax_number,x_hours_oper,x_remark,x_ruleid,x_objectid
POINT (-104.700888301 38.7974150378),103,11576141,"DENVER PORT OF ENTRY, COLORADO SPRINGS AIRPORT",719-574-6607,7770 MILTON E PROBY PARKWAY,,COLORADO SPRINGS,CO,80916,4925,EL PASO,08041,,,,,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,101963868,-104.700888,38.797415,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-81.4364474747 40.9149647164),104,11577348,"CLEVELAND PORT OF ENTRY, AKRON CANTON REGIONAL AIRPORT",330-499-5070,5400 LAUBY ROAD NORTHWEST,,NORTH CANTON,OH,44720,1598,SUMMIT,39153,,,,,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,125276807,-81.436447,40.914965,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-83.4093561919 45.0689393968),105,11574981,"SAULT SAINTE MARIE PORT OF ENTRY / SAGINAW/BAY CITY/FLINT PORT OF ENTRY, ALPENA SEAPORT",906-632-2631,900 INTERNATIONAL BRIDGE PLAZA,,SAULT SAINTE MARIE,MI,49783,,ALPENA,26007,PLOTTED AT APPROXIMATE CENTER OF COMMERCIAL WATERFRONT AREA AT PORT. ADDRESS GOES TO ADMINISTRATION BUILDING FOR THE SAULT SAINTE MARIE PORT OF ENTRY.,,,,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122954212,-83.409356,45.068939,NAVTEQ,2009Q2,APPROXIMATE,,TGS,WATER PORT,,,,,,0,0
POINT (-87.3900145702 46.54206729),106,11624733,"SAULT SAINTE MARIE PORT OF ENTRY / SAGINAW/BAY CITY/FLINT PORT OF ENTRY, MARQUETTE SEAPORT",906-632-2631,900 INTERNATIONAL BRIDGE PLAZA,,SAULT SAINTE MARIE,MI,49783,,MARQUETTE,26103,PLOTTED AT APPROXIMATE CENTER OF COMMERCIAL WATERFRONT AREA AT PORT. ADDRESS GOES TO ADMINISTRATION BUILDING FOR THE SAULT SAINTE MARIE PORT OF ENTRY.,,,,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,762682453,-87.390015,46.542067,NAVTEQ,2009Q2,APPROXIMATE,,TGS,WATER PORT,,,,,,0,0
POINT (-83.7849855653 45.4118843166),107,11624737,"SAULT SAINTE MARIE PORT OF ENTRY / SAGINAW/BAY CITY/FLINT PORT OF ENTRY, ROGERS CITY SEAPORT",906-632-2631,900 INTERNATIONAL BRIDGE PLAZA,,SAULT SAINTE MARIE,MI,49783,,PRESQUE ISLE,26141,PLOTTED AT APPROXIMATE CENTER OF COMMERCIAL WATERFRONT AREA AT PORT. ADDRESS GOES TO ADMINISTRATION BUILDING FOR THE SAULT SAINTE MARIE PORT OF ENTRY.,,,,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,123163108,-83.784986,45.411884,NAVTEQ,2009Q2,APPROXIMATE,,TGS,WATER PORT,,,,,,0,0
POINT (-84.4706339046 45.6487194786),108,11624728,"SAULT SAINTE MARIE PORT OF ENTRY / SAGINAW/BAY CITY/FLINT PORT OF ENTRY, CHEBOYGAN SEAPORT",906-632-2631,900 INTERNATIONAL BRIDGE PLAZA,,SAULT SAINTE MARIE,MI,49783,,CHEBOYGAN,26031,PLOTTED AT APPROXIMATE CENTER OF COMMERCIAL WATERFRONT AREA AT PORT. ADDRESS GOES TO ADMINISTRATION BUILDING FOR THE SAULT SAINTE MARIE PORT OF ENTRY.,,,,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,107945627,-84.470634,45.648719,NAVTEQ,2009Q2,APPROXIMATE,,TGS,WATER PORT,,,,,,0,0
POINT (-88.5518475458 47.1249436049),109,11624731,"SAULT SAINTE MARIE PORT OF ENTRY / SAGINAW/BAY CITY/FLINT PORT OF ENTRY, HOUGHTON SEAPORT",906-632-2631,900 INTERNATIONAL BRIDGE PLAZA,,SAULT SAINTE MARIE,MI,49783,,HOUGHTON,26061,PLOTTED AT APPROXIMATE CENTER OF COMMERCIAL WATERFRONT AREA AT PORT. ADDRESS GOES TO ADMINISTRATION BUILDING FOR THE SAULT SAINTE MARIE PORT OF ENTRY.,,,,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122744522,-88.551847,47.124944,NAVTEQ,2009Q2,APPROXIMATE,,TGS,WATER PORT,,,,,,0,0
POINT (-135.334783532 57.0507910351),110,11549994,"SITKA PORT OF ENTRY, PORT OF SITKA",907-747-3374,329 HARBOR DRIVE,ROOM 206,SITKA,AK,99835,7573,SITKA,02220,DUE TO A SHIFT IN IMAGERY AND/OR NAVTEQ STREETS THIS IS AN APPROXIMATE LOCATION.,,,,2009-12-21T00:00:00.000Z,PHONE,2010-01-06T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,124900401,-135.334783,57.050791,NAVTEQ,2009Q2,APPROXIMATE,YES,TGS,WATER PORT,,PORT DIRECTOR,907-747-3554,8:00 AM - 5:00 PM,,1,11
POINT (-111.915610074 33.6218927939),111,11557381,"SCOTTSDALE AIRPORT PORT OF ENTRY, SCOTTSDALE AIRPORT",480-312-8483,15041 NORTH AIRPORT DRIVE,SUITE 105,SCOTTSDALE,AZ,85260,2492,MARICOPA,04013,,,,,2009-09-18T00:00:00.000Z,ALT REF,2009-09-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,765773428,-111.91561,33.621893,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-65.3034811471 18.3115973013),112,11616968,"FAJARDO PORT OF ENTRY, BENJAMIN RIVERA NORIEGA AIRPORT",787-742-3531,CARRETERA 250,,CULEBRA,PR,00775,,CULEBRA,72049,,,,,2009-12-21T00:00:00.000Z,PHONE,2009-12-21T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,129344190,-65.303481,18.311597,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,,,,,0,0
POINT (-122.389476185 37.6156599671),113,11550092,"SAN FRANCISCO INTERNATIONAL AIRPORT PORT OF ENTRY, SAN FRANCISCO INTERNATIONAL AIRPORT",650-624-7200,575 NORTH MCDONNELL ROAD,,SAN FRANCISCO,CA,94128,,SAN MATEO,06081,,,,,2009-09-15T00:00:00.000Z,ALT REF,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,732572803,-122.389476,37.61566,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,,,,1,212
POINT (-72.9238605439 41.3063497627),114,11550015,"NEW HAVEN PORT OF ENTRY, PORT OF NEW HAVEN",203-773-2040,150 COURT STREET,SUITE 672,NEW HAVEN,CT,06510,2022,NEW HAVEN,09009,,,,,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,22252968,-72.923861,41.30635,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,203-773-2038,8:30 AM - 5:00 PM,,1,35
POINT (-80.2475093965 40.4946854759),115,11549971,"PITTSBURGH PORT OF ENTRY, PITTSBURGH INTERNATIONAL AIRPORT",412-472-0804,PITTSBURGH INTERNATIONAL AIRPORT,,PITTSBURGH,PA,15231,,ALLEGHENY,42003,,,,,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,704948100,-80.247509,40.494686,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,412-472-0809,7:00 AM - 9:00 PM,1-877-CUSTOMS,1,153
POINT (-92.1811034472 46.8388386652),116,11550098,"DULUTH MINNESOTA AND SUPERIOR WISCONSIN PORT OF ENTRY, DULUTH INTERNATIONAL AIRPORT",218-720-5220,4701 GRINDEN DRIVE,,DULUTH,MN,55811,1578,ST LOUIS,27137,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-10-21T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,704783185,-92.181103,46.838839,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,218-720-5216,8:00AM-4:30PM,,1,99
POINT (-74.2713082012 40.5102181274),117,11550121,"PERTH AMBOY PORT OF ENTRY, HARBOR AT PERTH AMBOY",732-442-0415,205 JEFFERSON STREET,ROOM 203,PERTH AMBOY,NJ,08861,4105,MIDDLESEX,34023,,,,,2009-09-18T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,21891816,-74.271308,40.510218,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,732-442-9559,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,125
POINT (-79.9265519532 32.7808110653),118,11550156,"CHARLESTON PORT OF ENTRY, PORT OF CHARLESTON",843-579-6500,200 EAST BAY STREET,,CHARLESTON,SC,29401,2611,CHARLESTON,45019,,,,,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,42934906,-79.926552,32.780811,NAVTEQ,2009Q2,ONENTITY,,TGS,WATER PORT,,PORT DIRECTOR,843-579-6611,8:00 AM - 4:30 PM,1-877-CUSTOMS,1,162
POINT (-80.2894931256 25.8052566726),119,11550024,"MIAMI PORT OF ENTRY, MIAMI INTERNATIONAL AIRPORT",305-869-2800,6601 NORTHWEST 25TH STREET,,MIAMI,FL,33122,2232,MIAMI-DADE,12086,,,,,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,716231406,-80.289493,25.805257,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,305-869-2822,7:30 AM - 5:30 PM,,1,45
POINT (-93.3824928727 37.2422758987),120,11550103,"SPRINGFIELD PORT OF ENTRY, SPRINGFIELD-BRANSON NATIONAL AIRPORT",417-831-4035,5141 WEST CARGO STREET,,SPRINGFIELD,MO,65803,9512,GREENE,29077,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,135080431,-93.382493,37.242276,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,417-831-4035,8:30 AM - 5:00 PM,,1,104
POINT (-100.919968504 29.3704701922),121,11616952,"DEL RIO/AMISTAD DAM PORT OF ENTRY, DEL RIO INTERNATIONAL AIRPORT",830-703-2012,1104 WEST 10TH STREET,,DEL RIO,TX,78840,8503,VAL VERDE,48465,,,,,2009-12-18T00:00:00.000Z,PHONE,2009-12-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,773400315,-100.919968,29.37047,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT,,,,,,0,0
POINT (-95.3415746984 48.9330772043),122,11624683,"WARROAD PORT OF ENTRY, WARROAD INTERNATIONAL MEMORIAL AIRPORT/SWEDE CARLSON FIELD",218-386-1691,36955 COUNTY ROAD 13,,WARROAD,MN,56763,9019,ROSEAU,27135,,,,,2010-01-06T00:00:00.000Z,ALT REF,2010-01-06T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122580548,-95.341575,48.933077,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-121.929491031 37.3695314151),123,11550009,"SAN JOSE INTERNATIONAL AIRPORT PORT OF ENTRY, NORMAN Y MINETA SAN JOSE INTERNATIONAL AIRPORT",408-291-7388,2065 AIRPORT BOULEVARD,,SAN JOSE,CA,95110,1220,SANTA CLARA,06085,,,,,2009-09-15T00:00:00.000Z,ALT REF,2009-10-20T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,728188840,-121.929491,37.369531,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,408-291-7344,9:00 AM TO 5:00 PM.,,1,29
POINT (-72.6898134091 41.9330967762),124,11550014,"HARTFORD PORT OF ENTRY, BRADLEY INTERNATIONAL AIRPORT",860-292-1314,11 SCHOEPHOESTER ROAD,,WINDSOR LOCKS,CT,06096,1022,HARTFORD,09003,,,,,2009-09-11T00:00:00.000Z,PHONE,2009-10-20T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,22284903,-72.689813,41.933097,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,PORT DIRECTOR,860-240-4309,8:30 AM - 5:00 PM,,1,34
POINT (-89.0985960861 42.2009983066),125,11550048,"ROCKFORD PORT OF ENTRY, CHICAGO ROCKFORD INTERNATIONAL AIRPORT",815-968-0661,50 AIRPORT DRIVE,,ROCKFORD,IL,61109,2902,WINNEBAGO,17201,,,,,2009-09-10T00:00:00.000Z,ALT REF,2009-10-20T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,724708638,-89.098596,42.200998,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,815-965-6611,8:30 AM - 5:00 PM,,1,72
POINT (-80.1646328606 26.1958966941),126,11576142,"PORT EVERGLADES/FORT LAUDERDALE PORT OF ENTRY, FORT LAUDERDALE EXECUTIVE AIRPORT",954-356-7412,1601 NORTHWEST 56TH STREET,,FORT LAUDERDALE,FL,33309,,BROWARD,12011,,,,,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,106194110,-80.164633,26.195897,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-81.2100147751 32.135621307),127,11550037,"SAVANNAH PORT OF ENTRY, SAVANNAH / HILTON HEAD INTERNATIONAL AIRPORT",912-652-4256,400 AIRWAYS AVENUE,,SAVANNAH,GA,31408,8000,CHATHAM,13051,,,,,2009-09-21T00:00:00.000Z,ALT REF,2009-09-21T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,124547332,-81.210015,32.135621,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,912-447-9407,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,60
POINT (-82.2030940197 34.9078923889),128,11550159,"GREENVILLE-SPARTANBURG PORT OF ENTRY, GREENVILLE-SPARTANBURG INTERNATIONAL AIRPORT",864-877-7426,2000 GSP DRIVE,,GREER,SC,29651,6633,SPARTANBURG,45083,,,,,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,721601463,-82.203094,34.907892,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,864-848-3454,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,165
POINT (-104.673769807 39.8495332724),129,11550011,"DENVER PORT OF ENTRY, DENVER INTERNATIONAL AIRPORT",303-342-7400,8500 PENA BOULEVARD,,DENVER,CO,80249,6205,DENVER,08031,,,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,129603875,-104.67377,39.849533,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,PORT DIRECTOR,303-371-3285,8:00 AM - 4:30 PM,,1,31
POINT (-85.7417088786 38.185874416),130,11550055,"LOUISVILLE PORT OF ENTRY, LOUISVILLE INTERNATIONAL AIRPORT",502-366-3398,650 ADMINISTRATION DRIVE,,LOUISVILLE,KY,40209,1514,JEFFERSON,21111,,,,,2009-09-10T00:00:00.000Z,ALT REF,2009-09-10T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,38684890,-85.741709,38.185874,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,502-625-7224,8:30 AM - 4:30 PM,,1,80
POINT (-66.6199268235 17.9798122386),131,11550152,"PONCE PORT OF ENTRY, PORT OF PONCE",787-841-3131,CALLE BONAIRE 63,,PONCE,PR,00716,8040,PONCE,72113,,,,,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,120226642,-66.619927,17.979812,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,787-841-3133,8:00 AM - 5:00 PM,,1,158
POINT (-119.718988683 36.7709833726),132,11550004,"FRESNO PORT OF ENTRY, FRESNO YOSEMITE INTERNATIONAL AIRPORT",559-456-6830,5177 EAST CLINTON WAY,,FRESNO,CA,93727,2013,FRESNO,06019,,,,,2009-09-15T00:00:00.000Z,ALT REF,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,38092600,-119.718989,36.770983,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,209-487-5323,8:00 AM - 4:30 PM,,1,23
POINT (-90.5061883687 41.4536484356),133,11550045,"DAVENPORT/ROCK ISLAND/MOLINE PORT OF ENTRY, QUAD CITY INTERNATIONAL AIRPORT",309-762-6300,2480 69TH AVENUE,QUAD CITIES AIRPORT,MOLINE,IL,61265,9745,ROCK ISLAND,17161,,,,,2009-09-10T00:00:00.000Z,ALT REF,2009-09-10T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,123065989,-90.506188,41.453648,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,309-762-9195,8:00 AM - 4:30 PM,,1,69
POINT (-91.2002448511 30.439346309),134,11550056,"BATON ROUGE PORT OF ENTRY, PORT OF GREATER BATON ROUGE",225-342-1660,2425 ERNEST WILSON DRIVE,,PORT ALLEN,LA,70767,6176,WEST BATON ROUGE,22121,,,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,780362624,-91.200245,30.439346,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,504-389-0260,8:00 AM - 4:00 PM,,1,81
POINT (-74.1771000125 40.690504754),135,11550120,"NEW YORK/NEWARK PORT OF ENTRY, NEWARK LIBERTY INTERNATIONAL AIRPORT",973-645-3940,2 HAYNES AVENUE,TERMINAL B,NEWARK,NJ,07114,1314,ESSEX,34013,,,,,2009-09-16T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,119977661,-74.1771,40.690505,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,PORT DIRECTOR,201-443-0550,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,124
POINT (-80.1437305923 26.0698546173),136,11550030,"PORT EVERGLADES/FORT LAUDERDALE PORT OF ENTRY, FORT LAUDERDALE / HOLLYWOOD INTERNATIONAL AIRPORT",954-356-7431,100 AVIATION BOULEVARD,,FORT LAUDERDALE,FL,33315,3319,BROWARD,12011,,,,,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122657066,-80.143731,26.069855,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,954-356-7422,8:00 AM - 5:00 PM,,1,51
POINT (-80.1826765442 42.0821017342),137,11550144,"ERIE PORT OF ENTRY, ERIE INTERNATIONAL AIRPORT / TOM RIDGE FIELD",814-833-1355,4459 WEST 12TH STREET,,ERIE,PA,16505,3003,ERIE,42049,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-10-21T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,108702212,-80.182676,42.082102,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,814-835-2152,8:00 AM - 4:30 PM,1-877-CUSTOMS,1,149
POINT (-75.2486638972 39.8762291521),138,11550147,"PHILADELPHIA PORT OF ENTRY, PHILADELPHIA INTERNATIONAL AIRPORT",215-853-4200,8000 ESSINGTON AVENUE,,PHILADELPHIA,PA,19153,,DELAWARE,42045,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-10-21T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,727814299,-75.248664,39.876229,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,215-597-8370,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,152
POINT (-95.3326349363 29.9865033006),139,11550174,"HOUSTON AIRPORT PORT OF ENTRY, GEORGE BUSH INTERCONTINENTAL AIRPORT",281-985-6700,2800 NORTH TERMINAL ROAD,,HOUSTON,TX,77032,5569,HARRIS,48201,,,,,2009-09-14T00:00:00.000Z,ALT REF,2009-10-21T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,724729679,-95.332635,29.986503,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,281-985-6706,8:30 AM - 5:00 PM,,1,180
POINT (-81.8112022887 28.8280692247),140,11550503,"LEESBURG PORT OF ENTRY, LEESBURG INTERNATIONAL AIRPORT",352-787-4217,8742 AIRPORT BOULEVARD,,LEESBURG,FL,34788,4011,LAKE,12069,,,,,2009-09-17T00:00:00.000Z,PHONE,2009-09-17T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,106153765,-81.811202,28.828069,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,,,,,0,0
POINT (-76.0233904987 43.9941512998),141,11624708,"ALEXANDRIA BAY PORT OF ENTRY, WATERTOWN INTERNATIONAL AIRPORT",315-482-2261,22529 AIRPORT DRIVE,,DEXTER,NY,13634,3013,JEFFERSON,36045,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.",,,,2010-01-05T00:00:00.000Z,PHONE,2010-01-05T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,119876747,-76.023391,43.994151,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT,,,,,,0,0
POINT (-76.2085758357 36.8917163918),142,11550181,"NORFOLK PORT OF ENTRY, NORFOLK INTERNATIONAL AIRPORT",757-858-6196,2200 NORVIEW AVENUE,,NORFOLK,VA,23518,5804,NORFOLK CITY,51710,,,,,2009-09-22T00:00:00.000Z,ALT REF,2009-09-22T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,123631469,-76.208576,36.891716,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,757-533-4273,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,188
POINT (-111.3505593 47.4890389504),143,11550109,"GREAT FALLS PORT OF ENTRY, GREAT FALLS INTERNATIONAL AIRPORT",406-453-0861,2800 TERMINAL DRIVE,,GREAT FALLS,MT,59404,5501,CASCADE,30013,,,,,2009-09-15T00:00:00.000Z,ALT REF,2009-10-21T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,711456786,-111.350559,47.489039,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,406-453-7069,8:00 AM - 5:00 PM,,1,111
