geometry,ident,type,name,latitude_d,longitude,elevation,continent,iso_countr,iso_region,municipali,scheduled,gps_code,iata_code,status,objectid
POINT (17.44389915 62.52809906),ESNN,medium_airport,Sundsvall-Härnösand Airport,62.52809906,17.44389915,16,Europe,SE,SE-Y,Sundsvall/ Härnösand,yes,ESNN,SDL,,1407
POINT (18.98999977 63.40829849),ESNO,medium_airport,Örnsköldsvik Airport,63.40829849,18.98999977,354,Europe,SE,SE-Y,Örnsköldsvik,yes,ESNO,OER,,1408
POINT (20.33679962 67.8219986),ESNQ,medium_airport,Kiruna Airport,67.8219986,20.33679962,1508,Europe,SE,SE-BD,Kiruna,yes,ESNQ,KRN,,1409
POINT (21.07690048 64.62480164),ESNS,medium_airport,Skellefteå Airport,64.62480164,21.07690048,157,Europe,SE,SE-AC,Skellefteå,yes,ESNS,SFT,,1410
POINT (20.28280067 63.79180145),ESNU,medium_airport,Umeå Airport,63.79180145,20.28280067,24,Europe,SE,SE-AC,Umeå,yes,ESNU,UME,,1411
POINT (16.83359909 64.57910156),ESNV,medium_airport,Vilhelmina Airport,64.57910156,16.83359909,1140,Europe,SE,SE-AC,,yes,ESNV,VHM,,1412
POINT (19.28190041 65.59030151),ESNX,medium_airport,Arvidsjaur Airport,65.59030151,19.28190041,1245,Europe,SE,SE-BD,Arvidsjaur,yes,ESNX,AJR,,1413
POINT (15.03800011 59.22370148),ESOE,medium_airport,Örebro Airport,59.22370148,15.03800011,188,Europe,SE,SE-T,Örebro,yes,ESOE,ORB,,1414
POINT (13.57890034 60.02009964),ESOH,medium_airport,Hagfors Airport,60.02009964,13.57890034,474,Europe,SE,SE-S,,yes,ESOH,HFS,,1415
POINT (13.33740044 59.44469833),ESOK,medium_airport,Karlstad Airport,59.44469833,13.33740044,352,Europe,SE,SE-S,Karlstad,yes,ESOK,KSD,,1416
POINT (16.63360023 59.58940125),ESOW,medium_airport,Stockholm Västerås Airport,59.58940125,16.63360023,21,Europe,SE,SE-U,Stockholm / Västerås,yes,ESOW,VST,,1417
POINT (14.4576 46.223701),LJLJ,large_airport,Ljubljana Jože Pu?nik Airport,46.223701,14.4576,1273,Europe,SI,SI-061,Ljubljana,yes,LJLJ,LJU,,1418
POINT (15.68610001 46.47990036),LJMB,medium_airport,Maribor Airport,46.47990036,15.68610001,876,Europe,SI,SI-070,,yes,LJMB,MBX,,1419
POINT (17.21269989 48.17020035),LZIB,large_airport,M. R. Štefánik Airport,48.17020035,17.21269989,436,Europe,SK,SK-BL,Bratislava,yes,LZIB,BTS,Restrictions,1420
POINT (21.24110031 48.6631012),LZKZ,medium_airport,Košice Airport,48.6631012,21.24110031,755,Europe,SK,SK-KI,Košice,yes,LZKZ,KSC,Restrictions,1421
POINT (19.13409996 48.63779831),LZSL,medium_airport,Slia? Airport,48.63779831,19.13409996,1043,Europe,SK,SK-BC,Slia?,yes,LZSL,SLD,Restrictions,1422
POINT (20.24110031 49.07360077),LZTT,medium_airport,Poprad-Tatry Airport,49.07360077,20.24110031,2356,Europe,SK,SK-KI,Poprad,yes,LZTT,TAT,Restrictions,1423
POINT (18.6135006 49.23149872),LZZI,medium_airport,Žilina Airport,49.23149872,18.6135006,1020,Europe,SK,SK-ZI,Žilina,yes,LZZI,ILZ,Restrictions,1424
POINT (28.81459999 40.97689819),LTBA,large_airport,Atatürk International Airport,40.97689819,28.81459999,163,Europe,TR,TR-34,Istanbul,yes,LTBA,IST,Restrictions,1425
POINT (27.91909981 41.13819885),LTBU,medium_airport,Tekirda? Çorlu Airport,41.13819885,27.91909981,574,Europe,TR,TR-59,Çorlu,yes,LTBU,TEQ,Restrictions,1426
POINT (30.8946991 50.34500122),UKBB,large_airport,Boryspil International Airport,50.34500122,30.8946991,427,Europe,UA,UA-32,Kiev,yes,UKBB,KBP,Restrictions,1427
POINT (37.73970032 48.07360077),UKCC,large_airport,Donetsk International Airport,48.07360077,37.73970032,791,Europe,UA,UA-14,Donetsk,yes,UKCC,DOK,Restrictions,1428
POINT (37.44960022 47.0760994),UKCM,medium_airport,Mariupol International Airport,47.0760994,37.44960022,251,Europe,UA,UA-14,Mariupol,yes,UKCM,MPW,Restrictions,1429
POINT (39.37409973 48.41740036),UKCW,medium_airport,Luhansk International Airport,48.41740036,39.37409973,636,Europe,UA,UA-09,Luhansk,yes,UKCW,VSG,Restrictions,1430
POINT (35.1006012 48.35720062),UKDD,medium_airport,Dnipropetrovsk International Airport,48.35720062,35.1006012,481,Europe,UA,UA-12,Dnipropetrovsk,yes,UKDD,DNK,Restrictions,1431
POINT (35.31570053 47.86700058),UKDE,medium_airport,Zaporizhzhia International Airport,47.86700058,35.31570053,373,Europe,UA,UA-23,Zaporizhia,yes,UKDE,OZH,Restrictions,1432
POINT (33.20999908 48.04330063),UKDR,medium_airport,Kryvyi Rih International Airport,48.04330063,33.20999908,408,Europe,UA,UA-12,Kryvyi Rih,yes,UKDR,KWG,Restrictions,1433
POINT (33.97510147 45.05220032),UKFF,large_airport,Simferopol International Airport,45.05220032,33.97510147,639,Europe,UA,UA-43,Simferopol,yes,UKFF,SIP,Restrictions,1434
POINT (36.29000092 49.92480087),UKHH,large_airport,Kharkiv International Airport,49.92480087,36.29000092,508,Europe,UA,UA-63,Kharkiv,yes,UKHH,HRK,Restrictions,1435
POINT (30.45194 50.40194),UKKK,medium_airport,Kiev Zhuliany International Airport,50.40194,30.45194,587,Europe,UA,UA-32,Kiev,yes,UKKK,IEV,Restrictions,1436
POINT (24.68610001 48.88420105),UKLI,medium_airport,Ivano-Frankivsk International Airport,48.88420105,24.68610001,919,Europe,UA,UA-26,Ivano-Frankivsk,yes,UKLI,IFO,Restrictions,1437
POINT (23.95610046 49.8125),UKLL,medium_airport,Lviv International Airport,49.8125,23.95610046,1071,Europe,UA,UA-46,Lviv,yes,UKLL,LWO,Restrictions,1438
POINT (25.98080063 48.25930023),UKLN,medium_airport,Chernivtsi International Airport,48.25930023,25.98080063,826,Europe,UA,UA-77,Chernivtsi,yes,UKLN,CWC,Restrictions,1439
POINT (26.14159966 50.60710144),UKLR,medium_airport,Rivne International Airport,50.60710144,26.14159966,755,Europe,UA,UA-19,Rivne,yes,UKLR,RWN,Restrictions,1440
POINT (22.26339912 48.63430023),UKLU,medium_airport,Uzhhorod International Airport,48.63430023,22.26339912,383,Europe,UA,UA-21,Uzhhorod,yes,UKLU,UDJ,Restrictions,1441
POINT (30.67650032 46.42679977),UKOO,large_airport,Odessa International Airport,46.42679977,30.67650032,172,Europe,UA,UA-51,Odessa,yes,UKOO,ODS,Restrictions,1442
POINT (21.035801 42.5728),BKPR,large_airport,Priština International Airport,42.5728,21.035801,1789,Europe,XK,XK-01,Prishtina,yes,BKPR,PRN,Restrictions,1443
POINT (-61.792702 17.1367),TAPA,medium_airport,V.C. Bird International Airport,17.1367,-61.792702,62,North America,AG,AG-03,St. George,yes,TAPA,ANU,,1444
POINT (-63.05509949 18.20479965),TQPF,medium_airport,Wallblake Airport,18.20479965,-63.05509949,127,North America,AI,AI-U-A,The Valley,yes,TQPF,AXA,,1445
POINT (-70.015198 12.5014),TNCA,medium_airport,Queen Beatrix International Airport,12.5014,-70.015198,60,North America,AW,AW-U-A,Oranjestad,yes,TNCA,AUA,Restrictions,1446
POINT (-59.49250031 13.07460022),TBPB,medium_airport,Sir Grantley Adams International Airport,13.07460022,-59.49250031,169,North America,BB,BB-01,Bridgetown,yes,TBPB,BGI,,1447
POINT (-62.84360123 17.90439987),TFFJ,medium_airport,Gustaf III Airport,17.90439987,-62.84360123,49,North America,BL,BL-U-A,Gustavia,yes,TFFJ,SBH,,1448
POINT (-64.67870331 32.36399841),TXKF,medium_airport,L.F. Wade International International Airport,32.36399841,-64.67870331,12,North America,BM,BM-U-A,Hamilton,yes,TXKF,BDA,,1449
POINT (-68.26850128 12.13099957),TNCB,medium_airport,Flamingo International Airport,12.13099957,-68.26850128,20,North America,BQ,BQ-U-A,Kralendijk,yes,TNCB,BON,,1450
POINT (-62.97940063 17.49650002),TNCE,medium_airport,F. D. Roosevelt Airport,17.49650002,-62.97940063,129,North America,BQ,BQ-U-A,Sint Eustatius,yes,TNCE,EUX,,1451
POINT (-77.58979797 24.15870094),MYAK,medium_airport,Congo Town Airport,24.15870094,-77.58979797,15,North America,BS,BS-KB,Andros,yes,MYAK,COX,,1452
POINT (-77.08350372 26.51140022),MYAM,medium_airport,Marsh Harbour International Airport,26.51140022,-77.08350372,6,North America,BS,BS-MH,Marsh Harbour,yes,MYAM,MHH,Restrictions,1453
POINT (-78.0490036 25.05380058),MYAN,medium_airport,San Andros Airport,25.05380058,-78.0490036,5,North America,BS,BS-NB,Andros Island,yes,MYAN,SAQ,,1454
POINT (-77.39129639 26.74530029),MYAT,medium_airport,Treasure Cay Airport,26.74530029,-77.39129639,8,North America,BS,BS-MH,Treasure Cay,yes,MYAT,TCB,,1455
POINT (-77.88089752 25.41710091),MYBC,medium_airport,Chub Cay Airport,25.41710091,-77.88089752,5,North America,BS,BS-NB,,yes,MYBC,CCZ,,1456
POINT (-79.26470184 25.69989967),MYBS,medium_airport,South Bimini Airport,25.69989967,-79.26470184,10,North America,BS,BS-BI,South Bimini,yes,MYBS,BIM,,1457
POINT (-75.87799835 23.56259918),MYEF,medium_airport,Exuma International Airport,23.56259918,-75.87799835,9,North America,BS,BS-EX,George Town,yes,MYEF,GGT,Restrictions,1458
POINT (-76.6835022 25.47489929),MYEH,medium_airport,North Eleuthera Airport,25.47489929,-76.6835022,13,North America,BS,BS-HI,North Eleuthera,yes,MYEH,ELH,,1459
POINT (-76.33100128 25.28470039),MYEM,medium_airport,Governor's Harbour Airport,25.28470039,-76.33100128,26,North America,BS,BS-GH,Governor's Harbour,yes,MYEM,GHB,,1460
POINT (-78.69560242 26.55870056),MYGF,medium_airport,Grand Bahama International Airport,26.55870056,-78.69560242,7,North America,BS,BS-FP,Freeport,yes,MYGF,FPO,Restrictions,1461
POINT (-73.66690063 20.97500038),MYIG,medium_airport,Inagua Airport,20.97500038,-73.66690063,8,North America,BS,BS-IN,Matthew Town,yes,MYIG,IGA,,1462
POINT (-75.26862144 23.5823168),MYLS,medium_airport,Stella Maris Airport,23.5823168,-75.26862144,10,North America,BS,BS-LI,Stella Maris,yes,MYLS,SML,,1463
POINT (-77.46620178 25.03899956),MYNN,large_airport,Lynden Pindling International Airport,25.03899956,-77.46620178,16,North America,BS,BS-NP,Nassau,yes,MYNN,NAS,Restrictions,1464
POINT (15.0664 37.466801),LICC,large_airport,Catania-Fontanarossa Airport,37.466801,15.0664,39,Europe,IT,IT-82,Catania,yes,LICC,CTA,Restrictions,1465
POINT (49.79790115 26.47120094),OEDF,large_airport,King Fahd International Airport,26.47120094,49.79790115,72,Asia,SA,SA-04,Ad Dammam,yes,OEDF,DMM,Restrictions,1466
POINT (16.88579941 51.10269928),EPWR,large_airport,Copernicus Wroc?aw Airport,51.10269928,16.88579941,404,Europe,PL,PL-DS,Wroc?aw,yes,EPWR,WRO,Restrictions,1467
POINT (12.6181 35.497898),LICD,medium_airport,Lampedusa Airport,35.497898,12.6181,70,Europe,IT,IT-82,Lampedusa,yes,LICD,LMP,Restrictions,1468
POINT (-79.42279816 46.36360168),CYYB,medium_airport,North Bay Airport,46.36360168,-79.42279816,1215,North America,CA,CA-ON,North Bay,yes,CYYB,YYB,,1469
POINT (25.67830086 62.3995018),EFJY,medium_airport,Jyvaskyla Airport,62.3995018,25.67830086,459,Europe,FI,FI-LS,Jyväskylän Maalaiskunta,yes,EFJY,JYV,,1470
POINT (-88.23098755 16.98250961),BZ-DGA,medium_airport,Dangriga Airport,16.98250961,-88.23098755,508,North America,BZ,BZ-SC,Dangriga,yes,,DGA,,1471
POINT (42.58580017 16.90110016),OEGN,medium_airport,Jizan Regional Airport,16.90110016,42.58580017,20,Asia,SA,SA-09,Jizan,yes,OEGN,GIZ,,1472
POINT (11.9689 36.816502),LICG,medium_airport,Pantelleria Airport,36.816502,11.9689,628,Europe,IT,IT-82,Pantelleria (TP),yes,LICG,PNL,Restrictions,1473
POINT (13.091 38.175999),LICJ,large_airport,Falcone–Borsellino Airport,38.175999,13.091,65,Europe,IT,IT-82,Palermo,yes,LICJ,PMO,Restrictions,1474
POINT (15.6516 38.071201),LICR,medium_airport,Reggio Calabria Airport,38.071201,15.6516,96,Europe,IT,IT-78,Reggio Calabria,yes,LICR,REG,Restrictions,1475
POINT (12.488 37.9114),LICT,medium_airport,Vincenzo Florio Airport Trapani-Birgi,37.9114,12.488,25,Europe,IT,IT-82,Trapani (TP),yes,LICT,TPS,Restrictions,1476
POINT (8.29077 40.632099),LIEA,medium_airport,Alghero-Fertilia Airport,40.632099,8.29077,87,Europe,IT,IT-88,Alghero,yes,LIEA,AHO,Restrictions,1477
POINT (9.05428 39.251499),LIEE,large_airport,Cagliari Elmas Airport,39.251499,9.05428,13,Europe,IT,IT-88,Cagliari,yes,LIEE,CAG,Restrictions,1478
POINT (9.51763 40.898701),LIEO,medium_airport,Olbia Costa Smeralda Airport,40.898701,9.51763,37,Europe,IT,IT-88,Olbia (SS),yes,LIEO,OLB,Restrictions,1479
POINT (9.68298 39.9188),LIET,medium_airport,Tortolì Airport,39.9188,9.68298,23,Europe,IT,IT-88,Arbatax,yes,LIET,TTB,Restrictions,1480
POINT (8.72811 45.6306),LIMC,large_airport,Malpensa International Airport,45.6306,8.72811,768,Europe,IT,IT-25,Milan,yes,LIMC,MXP,Restrictions,1481
POINT (9.70417 45.673901),LIME,large_airport,Il Caravaggio International Airport,45.673901,9.70417,782,Europe,IT,IT-25,Bergamo,yes,LIME,BGY,Restrictions,1482
POINT (7.64963 45.200802),LIMF,large_airport,Turin Airport,45.200802,7.64963,989,Europe,IT,IT-21,Torino,yes,LIMF,TRN,Restrictions,1483
POINT (8.12743 44.050598),LIMG,medium_airport,Villanova D'Albenga International Airport,44.050598,8.12743,148,Europe,IT,IT-42,Albenga (SV),yes,LIMG,ALL,Restrictions,1484
POINT (8.8375 44.4133),LIMJ,large_airport,Genoa Cristoforo Colombo Airport,44.4133,8.8375,13,Europe,IT,IT-42,Genova,yes,LIMJ,GOA,Restrictions,1485
POINT (9.27674 45.445099),LIML,large_airport,Milano Linate Airport,45.445099,9.27674,353,Europe,IT,IT-25,Milan,yes,LIML,LIN,Restrictions,1486
POINT (10.2964 44.824501),LIMP,medium_airport,Parma Airport,44.824501,10.2964,161,Europe,IT,IT-45,Parma,yes,LIMP,PMF,Restrictions,1487
POINT (7.36872 45.738499),LIMW,medium_airport,Aosta Airport,45.738499,7.36872,1791,Europe,IT,IT-23,Aosta,yes,LIMW,AOT,Restrictions,1488
POINT (7.62322 44.547001),LIMZ,medium_airport,Cuneo International Airport,44.547001,7.62322,1267,Europe,IT,IT-21,Cuneo,yes,LIMZ,CUF,Restrictions,1489
POINT (11.3264 46.460201),LIPB,medium_airport,Bolzano Airport,46.460201,11.3264,789,Europe,IT,IT-32,Bolzano,yes,LIPB,BZO,Restrictions,1490
POINT (11.2887 44.5354),LIPE,large_airport,Bologna Guglielmo Marconi Airport,44.5354,11.2887,123,Europe,IT,IT-45,Bologna,yes,LIPE,BLQ,Restrictions,1491
POINT (12.1944 45.648399),LIPH,large_airport,Treviso-Sant'Angelo Airport,45.648399,12.1944,59,Europe,IT,IT-34,Treviso,yes,LIPH,TSF,Restrictions,1492
POINT (12.0701 44.194801),LIPK,medium_airport,Forlì Airport,44.194801,12.0701,97,Europe,IT,IT-45,Forlì (FC),yes,LIPK,FRL,Restrictions,1493
POINT (10.3306 45.428902),LIPO,medium_airport,Brescia Airport,45.428902,10.3306,355,Europe,IT,IT-25,Montichiari (BS),yes,LIPO,VBS,Restrictions,1494
POINT (13.4722 45.827499),LIPQ,medium_airport,Trieste–Friuli Venezia Giulia Airport,45.827499,13.4722,39,Europe,IT,IT-36,Trieste,yes,LIPQ,TRS,Restrictions,1495
POINT (12.6117 44.020302),LIPR,medium_airport,Federico Fellini International Airport,44.020302,12.6117,40,Europe,IT,IT-45,Rimini,yes,LIPR,RMI,Restrictions,1496
POINT (10.8885 45.395699),LIPX,large_airport,Verona Villafranca Airport,45.395699,10.8885,239,Europe,IT,IT-34,Verona,yes,LIPX,VRN,Restrictions,1497
POINT (13.3623 43.616299),LIPY,medium_airport,Ancona Falconara Airport,43.616299,13.3623,49,Europe,IT,IT-57,Ancona,yes,LIPY,AOI,Restrictions,1498
POINT (12.3519 45.505299),LIPZ,large_airport,Venice Marco Polo Airport,45.505299,12.3519,7,Europe,IT,IT-34,Venice,yes,LIPZ,VCE,Restrictions,1499
POINT (12.5949 41.7994),LIRA,large_airport,Ciampino–G. B. Pastine International Airport,41.7994,12.5949,427,Europe,IT,IT-62,Roma,yes,LIRA,CIA,suspended,1500
POINT (12.2388889 41.8002778),LIRF,large_airport,Leonardo da Vinci–Fiumicino Airport,41.8002778,12.2388889,13,Europe,IT,IT-62,Rome,yes,LIRF,FCO,Restrictions,1501
POINT (14.9113 40.620399),LIRI,medium_airport,Salerno Costa d'Amalfi Airport,40.620399,14.9113,119,Europe,IT,IT-72,Salerno,yes,LIRI,QSR,Restrictions,1502
POINT (10.2394 42.7603),LIRJ,medium_airport,Marina Di Campo Airport,42.7603,10.2394,31,Europe,IT,IT-52,Marina Di Campo,yes,LIRJ,EBA,Restrictions,1503
POINT (14.2908 40.886002),LIRN,large_airport,Naples International Airport,40.886002,14.2908,294,Europe,IT,IT-72,Nápoli,yes,LIRN,NAP,Restrictions,1504
POINT (10.3927 43.683899),LIRP,large_airport,Pisa International Airport,43.683899,10.3927,6,Europe,IT,IT-52,Pisa,yes,LIRP,PSA,Restrictions,1505
POINT (11.2051 43.810001),LIRQ,medium_airport,Peretola Airport,43.810001,11.2051,142,Europe,IT,IT-52,Firenze,yes,LIRQ,FLR,Restrictions,1506
POINT (12.5132 43.095901),LIRZ,medium_airport,Perugia San Francesco d'Assisi – Umbria International Airport,43.095901,12.5132,697,Europe,IT,IT-55,Perugia,yes,LIRZ,PEG,Restrictions,1507
POINT (-2.195509911 49.207901),EGJJ,medium_airport,Jersey Airport,49.207901,-2.195509911,277,Europe,JE,JE-U-A,Saint Helier,yes,EGJJ,JER,,1508
POINT (24.08480072 54.96390152),EYKA,medium_airport,Kaunas International Airport,54.96390152,24.08480072,256,Europe,LT,LT-KU,Kaunas,yes,EYKA,KUN,Restrictions,1509
POINT (21.09390068 55.97320175),EYPA,medium_airport,Palanga International Airport,55.97320175,21.09390068,33,Europe,LT,LT-KL,Palanga,yes,EYPA,PLQ,Restrictions,1510
POINT (25.28580093 54.63410187),EYVI,large_airport,Vilnius International Airport,54.63410187,25.28580093,646,Europe,LT,LT-VL,Vilnius,yes,EYVI,VNO,Restrictions,1511
POINT (6.2044444 49.6233333),ELLX,large_airport,Luxembourg-Findel International Airport,49.6233333,6.2044444,1234,Europe,LU,LU-L,Luxembourg,yes,ELLX,LUX,Restrictions,1512
POINT (21.09690094 56.51750183),EVLA,medium_airport,Liep?ja International Airport,56.51750183,21.09690094,16,Europe,LV,LV-LE,Liep?ja,yes,EVLA,LPX,Restrictions,1513
POINT (23.97109985 56.92359924),EVRA,large_airport,Riga International Airport,56.92359924,23.97109985,36,Europe,LV,LV-RIX,Riga,yes,EVRA,RIX,Restrictions,1514
POINT (21.5442009 57.35779953),EVVA,medium_airport,Ventspils International Airport,57.35779953,21.5442009,19,Europe,LV,LV-VEN,Ventspils,yes,EVVA,VNT,Restrictions,1515
POINT (28.93099976 46.92770004),LUKK,medium_airport,Chi?in?u International Airport,46.92770004,28.93099976,399,Europe,MD,MD-C,Chi?in?u,yes,LUKK,KIV,Restrictions,1516
POINT (27.95750046 47.7743988),MD-0001,medium_airport,B?l?i City Airport,47.7743988,27.95750046,*****,Europe,MD,MD-BL,B?l?i,yes,,,,1517
POINT (19.25189972 42.3594017),LYPG,large_airport,Podgorica Airport,42.3594017,19.25189972,141,Europe,ME,ME-16,Podgorica,yes,LYPG,TGD,,1518
POINT (18.72330093 42.40470123),LYTV,medium_airport,Tivat Airport,42.40470123,18.72330093,20,Europe,ME,ME-19,Tivat,yes,LYTV,TIV,,1519
POINT (20.7423 41.18),LWOH,medium_airport,Ohrid St. Paul the Apostle Airport,41.18,20.7423,2313,Europe,MK,MK-003,Ohrid,yes,LWOH,OHD,,1520
POINT (21.621401 41.961601),LWSK,medium_airport,Skopje Alexander the Great Airport,41.961601,21.621401,781,Europe,MK,MK-004,Skopje,yes,LWSK,SKP,,1521
POINT (14.4775 35.857498),LMML,large_airport,Malta International Airport,35.857498,14.4775,300,Europe,MT,MT-25,Luqa,yes,LMML,MLA,Restrictions,1522
POINT (4.76388979 52.30860138),EHAM,large_airport,Amsterdam Airport Schiphol,52.30860138,4.76388979,-11,Europe,NL,NL-NH,Amsterdam,yes,EHAM,AMS,,1523
POINT (5.770140171 50.9117012),EHBK,large_airport,Maastricht Aachen Airport,50.9117012,5.770140171,375,Europe,NL,NL-LI,Maastricht,yes,EHBK,MST,,1524
POINT (5.374529839 51.45009995),EHEH,large_airport,Eindhoven Airport,51.45009995,5.374529839,74,Europe,NL,NL-NB,Eindhoven,yes,EHEH,EIN,,1525
POINT (6.579440117 53.11970139),EHGG,medium_airport,Eelde Airport,53.11970139,6.579440117,17,Europe,NL,NL-DR,Groningen,yes,EHGG,GRQ,,1526
POINT (4.43722 51.956902),EHRD,medium_airport,Rotterdam The Hague Airport,51.956902,4.43722,-15,Europe,NL,NL-ZH,Rotterdam,yes,EHRD,RTM,,1527
POINT (6.119699955 62.5625),ENAL,medium_airport,Ålesund Airport,62.5625,6.119699955,69,Europe,NO,NO-15,Ålesund,yes,ENAL,AES,,1528
POINT (16.14419937 69.29250336),ENAN,medium_airport,Andøya Airport,69.29250336,16.14419937,43,Europe,NO,NO-18,Andenes,yes,ENAN,ANX,,1529
POINT (23.37170029 69.97609711),ENAT,medium_airport,Alta Airport,69.97609711,23.37170029,9,Europe,NO,NO-20,Alta,yes,ENAT,ALF,,1530
POINT (12.21749973 65.46109772),ENBN,medium_airport,Brønnøysund Airport,65.46109772,12.21749973,25,Europe,NO,NO-18,Brønnøy,yes,ENBN,BNN,,1531
POINT (14.36530018 67.26920319),ENBO,large_airport,Bodø Airport,67.26920319,14.36530018,42,Europe,NO,NO-18,Bodø,yes,ENBO,BOO,,1532
POINT (5.218140125 60.29339981),ENBR,large_airport,Bergen Airport Flesland,60.29339981,5.218140125,170,Europe,NO,NO-12,Bergen,yes,ENBR,BGO,,1533
POINT (29.69140053 70.60050201),ENBS,medium_airport,Båtsfjord Airport,70.60050201,29.69140053,490,Europe,NO,NO-20,Båtsfjord,yes,ENBS,BJF,,1534
POINT (8.085370064 58.20420074),ENCN,medium_airport,Kristiansand Airport,58.20420074,8.085370064,57,Europe,NO,NO-10,Kjevik,yes,ENCN,KRS,,1535
POINT (18.54039955 69.05580139),ENDU,medium_airport,Bardufoss Airport,69.05580139,18.54039955,252,Europe,NO,NO-19,Målselv,yes,ENDU,BDU,,1536
POINT (16.67810059 68.49130249),ENEV,medium_airport,"Harstad/Narvik Airport, Evenes",68.49130249,16.67810059,84,Europe,NO,NO-18,Evenes,yes,ENEV,EVE,,1537
POINT (9.288060188 61.0155983),ENFG,medium_airport,Leirin Airport,61.0155983,9.288060188,2697,Europe,NO,NO-05,,yes,ENFG,VDB,,1538
POINT (5.024720192 61.58359909),ENFL,medium_airport,Florø Airport,61.58359909,5.024720192,37,Europe,NO,NO-14,Florø,yes,ENFL,FRO,,1539
POINT (11.10039997 60.19390106),ENGM,large_airport,Oslo Gardermoen Airport,60.19390106,11.10039997,681,Europe,NO,NO-02,Oslo,yes,ENGM,OSL,,1540
POINT (5.208360195 59.34529877),ENHD,medium_airport,Haugesund Airport,59.34529877,5.208360195,86,Europe,NO,NO-11,Karmøy,yes,ENHD,HAU,,1541
POINT (25.98360062 71.00969696),ENHV,medium_airport,Valan Airport,71.00969696,25.98360062,44,Europe,NO,NO-20,Honningsvåg,yes,ENHV,HVG,,1542
POINT (7.824520111 63.11180115),ENKB,medium_airport,Kristiansund Airport (Kvernberget),63.11180115,7.824520111,204,Europe,NO,NO-15,Kvernberget,yes,ENKB,KSU,,1543
POINT (29.8913002 69.72579956),ENKR,medium_airport,Kirkenes Airport (Høybuktmoen),69.72579956,29.8913002,283,Europe,NO,NO-20,Kirkenes,yes,ENKR,KKN,,1544
POINT (27.82670021 71.02970123),ENMH,medium_airport,Mehamn Airport,71.02970123,27.82670021,39,Europe,NO,NO-20,Mehamn,yes,ENMH,MEH,,1545
POINT (7.262499809 62.74470139),ENML,medium_airport,Molde Airport,62.74470139,7.262499809,10,Europe,NO,NO-15,Årø,yes,ENML,MOL,,1546
POINT (13.21490002 65.78399658),ENMS,medium_airport,Mosjøen Airport (Kjærstad),65.78399658,13.21490002,237,Europe,NO,NO-18,,yes,ENMS,MJF,,1547
POINT (24.9734993 70.06880188),ENNA,medium_airport,Banak Airport,70.06880188,24.9734993,25,Europe,NO,NO-20,Lakselv,yes,ENNA,LKL,,1548
