geometry,objectid,fac_name,name,address,city_state,city,state,zip,operating,medicare,medicare_i,medicaid,medicaid_i,certified,county,admin,phone,emergency,emergenc_1,emergenc_2,emergenc_3,date_geoco,source,geo_tract,geo_county,geo_zip,factype,symbol,latitude,longitude,type
POINT (-104.624207 38.326347),3049,PRIMROSE RETIREMENT COMMUNITY OF PUEBLO (23Z405),PRIMROSE RETIREMENT COMMUNITY OF PUEBLO,5055 OUTLOOK BOULEVARD,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,f,,f,,0/45,PUEBLO,Ms GLINDA MACKENZIE,(719) 543-3300,Glinda Mackenzie,(719) 543-3300,(719) 696-8175,gmackenzie@primroseretirement.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002903,PUEBLO,81008,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.326347,-104.624207,ALRONLY
POINT (-104.618225 38.3214190003),3050,FRONTIER HOME HEALTH LLC (04S294),FRONTIER HOME HEALTH LLC,4718 N ELIZABETH ST STE A,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,t,067501,f,,0/0,PUEBLO,Ms GINA DRURY,(719) 544-5891,Gina Drury,,(719) 544-5895,gdrury@frontiercares.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002903,PUEBLO,81008,Home Health Agency - Medicare/Medicaid,Home Health,38.321419,-104.618225,HHA-1819
POINT (-104.635147 38.3103290002),3051,FIRST LIGHT HOMECARE OF PUEBLO (04V769),FIRST LIGHT HOMECARE OF PUEBLO,2099 US HWY 50 W STE 110,"PUEBLO, CO 81003",PUEBLO,CO,81003,01-ACTIVE,f,,f,,0/0,PUEBLO,Ms JAN LANCASTER,(719) 569-7685,Judy DeVincentis,(970) 209-0223,(719) 582-1659,jdevincentis@firstlighthomecare.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002903,PUEBLO,81008,Home Health Agency - HCA license - personal care homemaker,Home Health,38.310329,-104.635147,HCA-PHS
POINT (-104.624207 38.326347),3052,LEGACY HEALTHCARE SERVICES INC (20F362),LEGACY HEALTHCARE SERVICES INC,5055 OUTLOOK BLVD,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,t,066657,f,,0/0,PUEBLO,Ms WENDY DARCELIEN,(719) 564-2370,Legacy Healthcare Svcs In,(919) 424-4312,(719) 564-2369,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002903,PUEBLO,81008,Outpatient Physical Therapy/Speech Pathology,Rehabilitaton or Recovery,38.326347,-104.624207,OPT-SP
POINT (-104.62381 38.3202550003),3053,"AIM DIAGNOSTICS, LLC (26W741)","AIM DIAGNOSTICS, LLC","1208 EAGLERIDGE BLVD, STE C","PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,t,06X0009817,f,,0/0,PUEBLO,SHASHI GUNDA,(719) 246-7766,,,(719) 213-2477,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002903,PUEBLO,81008,Portable X-Ray,Portable X-Ray Supplier,38.320255,-104.62381,X-RAY
POINT (-104.629753 38.3096010003),3054,SUNCREST HOSPICE LLC (17D454),SUNCREST HOSPICE LLC,"1721 W US HIGHWAY 50, STE 200","PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,f,,f,,0/0,PUEBLO,Ms ANDREA JARRETT,(719) 924-8338,,,(720) 941-0659,tyler@suncrestcare.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002903,PUEBLO,81008,Hospice (Licensed),Hospice,38.309601,-104.629753,HSPLIC
POINT (-104.623154 38.3124619997),3055,NEW CENTURY HOSPICE OF COLORADO SPRINGS (17W350),NEW CENTURY HOSPICE OF COLORADO SPRINGS,"1320 FORTINO BLVD, STE C","PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,f,,f,,0/0,PUEBLO,Ms KIMBERLY GLENN,(719) 543-7847,Gusti McGee,(704) 662-0416,(719) 543-7602,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002903,PUEBLO,81008,Hospice (Licensed),Hospice,38.312462,-104.623154,HSPLIC
POINT (-104.622894 38.312572),3056,MGA HOMECARE (04O242),MGA HOMECARE,1305 FORTINO BLVD STE B,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,f,,f,,0/0,PUEBLO,Mr DANIEL ZALK,(719) 582-2702,,,(719) 886-2636,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002903,PUEBLO,81008,Home Health Agency - HCA license only,Home Health,38.312572,-104.622894,HHA-LCE
POINT (-104.62381 38.3202550003),3057,AIMIGO HOME HEALTH (04R707),AIMIGO HOME HEALTH,1208 EAGLERIDGE BLVD SUITE D,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,t,067578,f,,0/0,PUEBLO,Mr ROBERT AVILA,(719) 334-8134,,,(719) 218-2000,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002903,PUEBLO,81008,Home Health Agency - Medicare/Medicaid,Home Health,38.320255,-104.62381,HHA-1819
POINT (-104.62381 38.3202550003),3058,AIMIGO HOME HEALTH (04E986),AIMIGO HOME HEALTH,1208 EAGLERIDGE BLVD SUITE D,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,f,,f,,0/0,PUEBLO,Mr ROBERT AVILA,(719) 334-8134,,,(719) 218-2000,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002903,PUEBLO,81008,Home Health Agency - HCA license - personal care homemaker,Home Health,38.320255,-104.62381,HCA-PHS
POINT (-104.62381 38.3202550003),3059,AIMIGO HOME HEALTH (04F357),AIMIGO HOME HEALTH,1208 EAGLERIDGE BLVD SUITE D,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,f,,f,,0/0,PUEBLO,Mr ROBERT AVILA,(719) 334-8134,,,(719) 218-2000,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002903,PUEBLO,81008,Home Care Agency - In-Home Support Services,Home Health,38.320255,-104.62381,HCA-IHSS
POINT (-104.618225 38.3214190003),3060,FRONTIER HOME HEALTH LLC (04F360),FRONTIER HOME HEALTH LLC,4718 N ELIZABETH ST STE A,"PUEBLO, CO 81005",PUEBLO,CO,81005,01-ACTIVE,f,,f,,0/0,PUEBLO,Ms GINA DRURY,(719) 544-5891,,,(719) 544-5895,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002903,PUEBLO,81008,Home Health Agency - HCA license - personal care homemaker,Home Health,38.321419,-104.618225,HCA-PHS
POINT (-104.660614 38.3097689999),3061,"PARKWEST SURGERY CENTER, LLC (1606XN)","PARKWEST SURGERY CENTER, LLC",3676 PARKER BLVD STE 140,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,t,06C0001026,t,79103731,0/0,PUEBLO,Ms BRENDA CONLEY,(719) 253-7032,Dr Brian Bell,(719) 229-1516,(719) 253-7090,Admin: bconley@parkwestsurgery.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002901,PUEBLO,81008,Ambulatory Surgical Center,Surgery or Transplant,38.309769,-104.660614,ASC
POINT (-104.660759 38.3103179999),3062,MAXIM HEALTHCARE SERVICES INC (04R246),MAXIM HEALTHCARE SERVICES INC,3691 PARKER BLVD STE 210,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,t,067413,t,66022525,0/0,PUEBLO,Ms TINA MARQUEZ,(719) 542-1777,Tina Marquez,(719) 542-1777,(719) 542-1666,timarque@maxhealth.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002901,PUEBLO,81008,Home Health Agency - Medicare/Medicaid,Home Health,38.310318,-104.660759,HHA-1819
POINT (-104.656456 38.3112530003),3063,NORTH POINTE GARDENS (23M203),NORTH POINTE GARDENS,3777 PARKER BLVD,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,f,,t,11075741,64/64,PUEBLO,Ms DEBBIE ADAME,(719) 545-6222,Kriss Prado,(719) 406-5288,(719) 545-6990,krisprado1@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002901,PUEBLO,81008,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.311253,-104.656456,ALR/ACF
POINT (-104.659943 38.311153),3064,"CENTER AT PARK WEST LLC, THE (02E472)","CENTER AT PARK WEST LLC, THE",3727 PARKER BLVD,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,t,065427,f,,80/80,PUEBLO,Mr KEITH JACKSON,(719) 585-3400,Keith Jackson,(719) 238-1232,(719) 585-3450,Admin afellows@centeratparkwest.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101002901,PUEBLO,81008,Nursing Home,Assisted Living Residence/Nursing Home,38.311153,-104.659943,SNF/NF
POINT (-104.620575 38.3068660001),3065,PARKVIEW HOMECARE (040603),PARKVIEW HOMECARE,54 CLUB MANOR DR #103,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,t,067069,t,5769005,0/0,PUEBLO,Ms JANET MARTINEZ,(719) 584-4324,Kelea Nardini,(719) 584-4582,(719) 584-4932,kelea_nardini@parkviewmc.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101000100,PUEBLO,81008,Home Health Agency - Medicare/Medicaid,Home Health,38.306866,-104.620575,HHA-1819
POINT (-104.626938 38.3080939999),3066,"DURABLE LIFE SKILLS, INC. (10L754)","DURABLE LIFE SKILLS, INC.",3915 OUTLOOK BLVD #D,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,f,,t,30227267,0/0,PUEBLO,Ms MELISSA TORRES,(719) 543-7473,Melissa Torres,(719) 543-7473,,durablelifeskills@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101000100,PUEBLO,81008,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.308094,-104.626938,HCBS-IDD
POINT (-104.62886 38.2984049999),3067,JORDAN RESIDENTIAL & VOCATIONAL SERVICES INC (10E548),JORDAN RESIDENTIAL & VOCATIONAL SERVICES INC,2928 WITHERS AVE,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,f,,f,,0/0,PUEBLO,Mr MICHAEL JORDAN,(719) 543-8178,Mike Jordan,(719) 543-8178,(303) 999-9999,mikejordan@qwestoffice.net,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101000100,PUEBLO,81008,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.298405,-104.62886,HCBS-IDD
POINT (-104.620575 38.3068539998),3068,PARKVIEW MEDICAL CENTER INC (10L629),PARKVIEW MEDICAL CENTER INC,56 CLUB MANOR DRIVE SUITE 101,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,f,,f,,0/0,PUEBLO,Ms VALERIE BAUGHMAN,(719) 584-4819,,,(719) 584-4267,fraziert@parkviewmc.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101000100,PUEBLO,81008,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.306854,-104.620575,HCBS-IDD
POINT (-104.633408 38.307003),3069,OVERTURE (10H562),OVERTURE,2003 NORTHMOOR TERRACE SUITE 100,"PUEBLO, CO 81008",PUEBLO,CO,81008,01-ACTIVE,f,,f,,0/0,PUEBLO,Ms DEBORAH SPENCER,(719) 425-2655,,,(719) 473-7825,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101000100,PUEBLO,81008,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.307003,-104.633408,HCBS-IDD
POINT (-104.348801 38.2590870002),3070,PUEBLO COMMUNITY HEALTH CENTER (CO8DYI),PUEBLO COMMUNITY HEALTH CENTER,328 AVONDALE BOULEVARD,"AVONDALE, CO 81022",AVONDALE,CO,81022,01-ACTIVE,t,061832,f,,0/0,PUEBLO,,(719) 543-8718,"Donald Moore, COO",(719) 251-9101,,dmoore@pueblochc.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101003600,PUEBLO,81022,Federally Qualified Health Center,FQHC,38.259087,-104.348801,FQHC
POINT (-104.348839 38.2607959997),3071,HOPE ENTERPRISE (10J976),HOPE ENTERPRISE,112 AVONDALE BLVD,"AVONDALE, CO 81022",AVONDALE,CO,81022,01-ACTIVE,f,,f,,0/0,PUEBLO,Ms WENDY BACA,(719) 242-3419,,,,hope.enterprise7@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101003600,PUEBLO,81022,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.260796,-104.348839,HCBS-IDD
POINT (-104.256943 38.2481730003),3072,BOONE'S DREAM (050615),BOONE'S DREAM,526 MAIN STREET,"BOONE, CO 81025",BOONE,CO,81025,01-ACTIVE,f,,f,,8/8,PUEBLO,Ms JONNA MCCLURE,(719) 947-0333,Jonna K McClure,,(719) 564-0193,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8101003600,PUEBLO,81025,Residential Care Facility for persons with developmental disabilities,Disability Care,38.248173,-104.256943,RCF-DD
POINT (-102.784531 38.4808580002),3073,WEISBROD MEMORIAL COUNTY HOSPITAL (010214),WEISBROD MEMORIAL COUNTY HOSPITAL,1208 LUTHER STREET,"EADS, CO 81036",EADS,CO,81036,01-ACTIVE,t,061300,t,5047006,25/25,KIOWA,Ms CHARLENE KORRELL,(719) 438-5401,Charlene Korrell,(719) 291-8918,(719) 438-5697,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8061960100,KIOWA,81036,Critical Access Hospital,Hospital,38.480858,-102.784531,HOSP-CAH
POINT (-102.78167 38.4766040001),3074,PRAIRIE PINES ASSISTED LIVING COMMUNITY (23A938),PRAIRIE PINES ASSISTED LIVING COMMUNITY,101 E LOWELL AVENUE,"EADS, CO 81036",EADS,CO,81036,01-ACTIVE,f,,t,9781285,24/24,KIOWA,Ms PAMELA WEIRICH,(719) 438-2141,Pam Weirich,(719) 688-5640,(719) 438-2140,prairiepines@estra.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8061960100,KIOWA,81036,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.476604,-102.78167,ALR/ACF
POINT (-102.784393 38.4808270003),3075,EADS MEDICAL CLINIC (07V253),EADS MEDICAL CLINIC,1211 LUTHER STREET,"EADS, CO 81036",EADS,CO,81036,01-ACTIVE,t,068501,f,,0/0,KIOWA,Ms CHARLENE KORRELL,(719) 438-2251,Dr. Meadows,(503) 575-9761,(719) 438-2254,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8061960100,KIOWA,81036,Rural Health Clinic,Clinic,38.480827,-102.784393,RHC
POINT (-104.017502 38.1291079998),3076,FOWLER HEALTH CARE (020219),FOWLER HEALTH CARE,221 2ND ST,"FOWLER, CO 81039",FOWLER,CO,81039,01-ACTIVE,t,065360,t,5655626,45/45,OTERO,Ms ELIZABETH LOPEZ,(719) 263-4234,Beverly Harrison,(719) 250-8884,(719) 263-5604,beverly.harrison@fowlerhealthcare.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968000,OTERO,81039,Nursing Home,Assisted Living Residence/Nursing Home,38.129108,-104.017502,SNF/NF
POINT (-102.127869 38.056129),3077,HOLLY NURSING CARE CENTER (020237),HOLLY NURSING CARE CENTER,320 N 8TH ST,"HOLLY, CO 81047",HOLLY,CO,81047,01-ACTIVE,t,065351,t,5655147,45/45,PROWERS,Ms AMY PIERCE (ADM),(719) 537-6555,Amy Pierce,(719) 691-5326,(719) 537-6366,apierce@vivage.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8099000600,PROWERS,81047,Nursing Home,Assisted Living Residence/Nursing Home,38.056129,-102.127869,SNF/NF
POINT (-102.12339 38.0533709998),3078,High Plains Community Health Center Incorporated (061953),HIGH PLAINS HOLLY CLINIC,410 WEST COLORADO,"HOLLY, CO 81047",HOLLY,CO,81047,01-ACTIVE,t,061953,f,,0/0,PROWERS,,(719) 336-0261,Robert Brooke,(719) 336-0261,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8099000600,PROWERS,81047,Federally Qualified Health Center,FQHC,38.053371,-102.12339,FQHC
POINT (-103.548805 37.9775470001),3079,ARKANSAS VALLEY REGIONAL MEDICAL CENTER (010210),ARKANSAS VALLEY REGIONAL MEDICAL CENTER,1100 CARSON AVENUE,"LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,t,061336,t,5021001,25/25,OTERO,Mr FERRELL LYNN CROWELL,(719) 383-6000,Lynn Crowell,(719) 241-0003,(719) 383-6005,lcrowell@avrmc.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968300,OTERO,81050,Critical Access Hospital,Hospital,37.977547,-103.548805,HOSP-CAH
POINT (-103.554939 37.9789310001),3080,EVERGREEN GARDENS AT LA JUNTA (23028D),EVERGREEN GARDENS AT LA JUNTA,909 W 10TH STREET,"LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,f,,t,3805565,35/49,OTERO,VIRGINIA FORD,(719) 384-9333,Kristy Frihauf,(719) 346-7403,(719) 384-9393,burlington@hhmsi.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968300,OTERO,81050,Assisted Living Residence,Assisted Living Residence/Nursing Home,37.978931,-103.554939,ALR/ACF
POINT (-103.557184 37.9784929998),3081,FRESENIUS MEDICAL CARE LA JUNTA DIALYSIS (1202Y5),FRESENIUS MEDICAL CARE LA JUNTA DIALYSIS,1012 HAYES ST,"LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,t,062525,f,,16/16,OTERO,Ms KRYSTE KARBAN,(719) 383-2300,Bernice Hubright,,(719) 383-2302,bernice.hubright@fmc-na.com; kryste.karban@fmc-na.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968300,OTERO,81050,End Stage Renal Disease Facility,End Stage Renal Disease,37.978493,-103.557184,ESRD
POINT (-103.548805 37.9770659997),3082,Valley Wide Health Services - LaJunta Clinic (COWICG),V W H S - LA JUNTA CLINIC,1200 CARSON,"LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,t,061859,f,,0/0,OTERO,,(719) 384-7791,,,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968300,OTERO,81050,Federally Qualified Health Center,FQHC,37.977066,-103.548805,FQHC
POINT (-103.546402 37.9665149997),3083,"ARKANSAS VALLEY FAMILY PRACTICE, LLC (07M208)",ARKANSAS VALLEY FAMILY PRACTICE LLC,2317 SAN JUAN AVE,"LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,t,063873,f,,0/0,OTERO,Ms CASEY PHILLIPS,(719) 383-2325,,,(719) 383-2327,reggie2018@hotmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968300,OTERO,81050,Rural Health Clinic,Clinic,37.966515,-103.546402,RHC
POINT (-103.523293 37.9849510003),3084,"RYON MEDICAL & ASSOCIATES, LLC (15N222)","RYON MEDICAL & ASSOCIATES, LLC",318 LACEY AVE,"LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,f,,f,,0/0,OTERO,Mr MARTIN MASAR,(719) 384-0303,,,(719) 384-1033,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968300,OTERO,81050,Community Mental Health Clinic,Mental Health Facility,37.984951,-103.523293,CMHCC
POINT (-103.543083 37.986637),3085,COUNTRY PLAINS HOME HEALTH (04026U),COUNTRY PLAINS HOME HEALTH,207 COLORADO AVE STE B,"LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,t,067280,t,5701750,0/0,OTERO,Ms KIMBERLY MORLAN,(719) 254-3661,Shamay Smith,(719) 542-0032,(719) 283-1175,shamay.smith@socohospice.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968600,OTERO,81050,Home Health Agency - Medicare/Medicaid,Home Health,37.986637,-103.543083,HHA-1819
POINT (-103.549622 37.9817809999),3086,701 LINCOLN GROUP HOME (05023L),701 LINCOLN GROUP HOME,701 LINCOLN AVE,"LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,f,,f,,6/6,OTERO,Ms NICOLE BAYLOR,(719) 384-8741,Ryan Denahy,(719) 469-9673,(719) 384-4278,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968600,OTERO,81050,Residential Care Facility for persons with developmental disabilities,Disability Care,37.981781,-103.549622,RCF-DD
POINT (-103.535934 37.982674),3087,ARKANSAS VALLEY HOSPICE INC (170217),ARKANSAS VALLEY HOSPICE INC,531 LEWIS AVENUE,"LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,t,061515,t,5800149,0/0,OTERO,Ms CASSIE ELDER,(719) 384-8827,Cassie Elder,(719) 469-1240,(719) 384-2045,shamay.smith@arkvalleyhospice.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968600,OTERO,81050,Hospice (Medicare),Hospice,37.982674,-103.535934,HOSPICE
POINT (-103.549484 37.985966),3088,ARK VALLEY HOME CARE - LA JUNTA (10D458),ARK VALLEY HOME CARE - LA JUNTA,421 W THIRD ST,"LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,f,,f,,0/0,OTERO,DANNY MANZANARES,(719) 383-0450,DANNY MANZANARES,(719) 543-2634,(719) 383-0454,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968600,OTERO,81050,Home Health Agency - HCA license - personal care homemaker,Home Health,37.985966,-103.549484,HCA-PHS
POINT (-103.547699 37.9859769997),3089,MAXIM HEALTHCARE SERVICES INC (04V335),MAXIM HEALTHCARE SERVICES INC,317 W 3RD STE 100,"LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,t,067466,t,46271538,0/0,OTERO,Mr GREG LOVATO,(719) 383-0990,,,(719) 383-0998,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968600,OTERO,81050,Home Health Agency - Medicare/Medicaid,Home Health,37.985977,-103.547699,HHA-1819
POINT (-103.54306 37.9685100001),3090,COLORADO GROUP HOME (05Z791),COLORADO GROUP HOME,2112 COLORADO AVE,"LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,f,,f,,4/4,OTERO,Mr RYAN DENAHY,(719) 384-8741,Ryan Denahy,(719) 469-9673,(719) 384-4278,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968600,OTERO,81050,Residential Care Facility for persons with developmental disabilities,Disability Care,37.96851,-103.54306,RCF-DD
POINT (-103.533699 37.9713780002),3091,PRAIRIEVIEW GROUP HOME (05F493),PRAIRIEVIEW GROUP HOME,1805 BRADISH AVENUE,"LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,f,,f,,6/6,OTERO,Ms NICOLE BAYLOR,(719) 384-8741,Ryan Denahy,(719) 469-9673,(719) 384-4278,rdenahy@inspirationfield.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968600,OTERO,81050,Residential Care Facility for persons with developmental disabilities,Disability Care,37.971378,-103.533699,RCF-DD
POINT (-103.543083 37.986637),3092,SANGRE DE CRISTO HOSPICE & PALLIATIVE CARE-EAST (17D457),SANGRE DE CRISTO HOSPICE & PALLIATIVE CARE-EAST,"207 COLORADO AVE, STE A","LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,f,,f,,0/0,OTERO,Ms AMY ROSE,(719) 542-0032,Amy Rose,(719) 821-0377,(719) 542-1486,amy.rose@socohospice.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968600,OTERO,81050,Hospice (Licensed),Hospice,37.986637,-103.543083,HSPLIC
POINT (-103.532578 37.982018),3093,INSPIRATION FIELD (10A108),INSPIRATION FIELD,612 ADAMS AVE.,"LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,f,,t,9140054,0/0,OTERO,Ms JONI STEVENS,(719) 384-8741,Johnnie DeLeon,(719) 469-8750,,jdeleon@inspirationfield.org;jstevens@inspirationfield.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968600,OTERO,81050,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,37.982018,-103.532578,HCBS-IDD
POINT (-103.554337 37.9813270003),3094,SOUTHEAST HEALTH GROUP (15H516),SOUTHEAST HEALTH GROUP,711 BARNES AVE,"LA JUNTA, CO 81050",LA JUNTA,CO,81050,01-ACTIVE,f,,f,,0/0,OTERO,Ms BECKY OTTEMAN,(719) 384-5446,,,(719) 384-5672,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8089968600,OTERO,81050,Community Mental Health Clinic,Mental Health Facility,37.981327,-103.554337,CMHCC
